Person ID,Food,Category,Energy_kcal,Quantity_g,Energy_Intake
9,"Batata, inglesa, cozida","Verduras, hortaliças e derivados",51.588476636270656,1313.1,677.4
9,"Alface, roxa, crua","Verduras, hortaliças e derivados",12.716997363467993,484.2,61.6
9,"Umbu, cru",Número do,37.016689999999976,191.7,71.0
9,"Óleo, de pequi",Gorduras e óleos,884.0,92.8,820.1
10,"Sardinha, inteira, crua",Número do,113.90036666666666,176.8,201.4
10,"Farinha, de arroz, enriquecida",Cereais e derivados,363.0564801812235,2.9,10.7
10,"Arroz, tipo 2, cozido",Cereais e derivados,130.11964833333332,560.8,729.7
10,"Milho, verde, cru",Número do,138.166565,16.1,22.3
10,"Graviola, polpa, congelada",Número do,38.27386999999997,2664.8,1019.9
11,"Melancia, crua",Número do,32.60662608695646,200.5,65.4
11,"Carne, bovina, coxão duro, sem gordura, cozido",Número do,216.616066666667,167.0,361.8
11,"Cereais, milho, flocos, com sal",Cereais e derivados,369.59975,117.5,434.1
11,"Carne, bovina, fraldinha, com gordura, crua",Número do,220.72376666666665,97.8,215.9
11,"Arroz, tipo 2, cru",Cereais e derivados,358.1167614565217,134.0,479.7
12,"Porco, orelha, salgada, crua",Número do,258.49175833333334,257.8,666.4
12,"Pupunha, cozida",Nozes e sementes,218.53388087660076,25.4,55.5
12,"Farinha, de centeio, integral",Número do,335.7776627993265,147.6,495.7
12,"Tomate, com semente, cru",Número do,15.335156521739158,1890.0,289.8
12,"Manga, Palmer, crua",Número do,72.48673809168733,378.8,274.5
13,"Maracujá, cru",Número do,68.43950869565214,509.9,349.0
13,"Cuscuz, de milho, cozido com sal",Alimentos preparados,113.45948166666666,251.5,285.3
13,"Limão, galego, suco",Número do,22.22504347826089,803.1,178.5
13,"Carne, bovina, patinho, sem gordura, cru",Número do,133.46889999999996,451.4,602.5
13,"Baião de dois, arroz e feijão-de-corda",Alimentos preparados,135.68133333333333,208.3,282.7
14,"Beterraba, cozida",Número do,32.15432433140276,2186.1,702.9
14,Virado à paulista,Número do,306.94678645131984,102.8,315.6
14,"Lambari, congelado, cru",Número do,130.84031100948653,4.8,6.3
14,"Seleta de legumes, enlatada",Número do,56.53377246376815,325.9,184.3
14,"Manjuba, frita",Número do,349.32523145536584,16.6,58.0
15,"Frango, coxa, sem pele, crua",Número do,119.9474666666666,325.7,390.6
15,"Macaúba, crua",Número do,404.2818766666667,106.9,432.1
15,"Leite, de cabra",Leite e derivados,66.41574188654329,246.7,163.9
15,"Umbu, cru",Número do,37.016689999999976,592.8,219.4
15,"Carne, bovina, charque, cru",Carnes e derivados,248.861018107454,39.8,99.0
16,"Queijo, ricota",Número do,139.73177999999996,251.1,350.9
16,"Farinha, de trigo",Número do,360.4729785507247,104.1,375.2
16,"Alface, roxa, crua","Verduras, hortaliças e derivados",12.716997363467993,1279.7,162.7
16,"Pinhão, cozido",Nozes e sementes,174.36990200000002,181.7,316.9
16,"Jiló, cru",Número do,27.36514347826087,1214.2,332.3
17,"Frango, inteiro, sem pele, cozido",Número do,170.38997583333332,37.1,63.3
17,"Carne, bovina, filé mingnon, sem gordura, cru",Número do,142.86426666666665,540.0,771.4
17,"Vagem, crua",Número do,24.898357971014487,1827.5,455.0
17,"Bife à cavalo, com contra filé",Alimentos preparados,291.2295092449586,28.2,82.3
17,"Umbu, cru",Número do,37.016689999999976,337.7,125.0
18,"Milho, verde, enlatado, drenado",Número do,97.56489420289851,342.5,334.2
18,"Macarrão, trigo, cru",Número do,371.1226130434783,10.3,38.2
18,"Banana, doce em barra",Frutas e derivados,280.10519255063934,106.1,297.3
18,Rapadura,Número do,351.9581221015453,129.0,454.2
18,"Curau, milho verde, mistura para",Cereais e derivados,402.28657743531465,146.4,589.1
19,"Carne, bovina, capa de contra-filé, com gordura, grelhada",Carnes e derivados,311.7026666666667,0.5,1.5
19,"Pinha, crua",Número do,88.4735276668668,477.4,422.4
19,"Caranguejo, cozido",Número do,82.72150150783858,596.4,493.3
19,"Pão, glúten, forma",Número do,252.99403,236.5,598.3
19,"Salsa, crua",Número do,33.424111594202884,7.3,2.4
20,"Doce, de abóbora, cremoso",Número do,198.9360630496343,105.7,210.2
20,"Palmito, juçara, em conserva",Número do,23.199716434081346,67.2,15.6
20,"Fermento, biológico, levedura, tablete",Miscelâneas,89.79486703058885,52.9,47.5
20,"Arroz, tipo 1, cru",Cereais e derivados,357.789273115942,113.5,406.0
20,"Tangerina, Poncã, suco",Número do,36.10879999999999,2530.4,913.7
21,"Carne, bovina, contra-filé, com gordura, cru",Número do,205.8567,58.2,119.8
21,"Castanha-do-Brasil, crua",Nozes e sementes,642.9630716810693,44.2,284.4
21,"Pequi, cru",Número do,204.96677,660.0,1352.9
21,"Tapioca, com manteiga",Número do,347.8265562578241,55.5,193.2
21,"Pintado, assado",Número do,191.5591411275864,113.7,217.8
22,"Cará, cozido",Número do,77.58491333333336,62.5,48.5
22,"Margarina, com óleo interesterificado, com sal (65%de lipídeos)",Gorduras e óleos,594.4516933333332,164.1,975.5
22,"Carne, bovina, contra-filé de costela, grelhado",Número do,274.91426666666666,230.9,634.8
22,"Soja, extrato solúvel, pó",Número do,458.8957294378677,27.1,124.5
22,"Cupuaçu, cru",Número do,49.42255877437193,94.4,46.7
23,"Pimentão, verde, cru",Número do,21.28588115942029,757.3,161.2
23,"Paçoca, amendoim",Número do,486.9270864645243,29.6,144.0
23,"Pitanga, crua",Número do,41.41552999999997,3336.3,1381.8
23,"Ovo, de galinha, inteiro, cru",Ovos e derivados,143.11173333333335,109.5,156.7
23,Camarão à baiana,Alimentos preparados,100.78304300403596,44.9,45.3
24,"Abacaxi, polpa, congelada",Frutas e derivados,30.591799194335923,212.3,64.9
24,"Charuto, de repolho",Alimentos preparados,78.23472922221822,300.7,235.3
24,"Pescada, filé, frito",Número do,154.270025,32.8,50.7
24,"Carne, bovina, costela, assada",Número do,373.03886666666665,204.1,761.3
24,"Feijão, preto, cru",Leguminosas e derivados,323.5657115942029,147.7,477.8
25,"Carne, bovina, músculo, sem gordura, cru",Número do,141.581,80.4,113.8
25,"Abadejo, filé, congelado,cozido",Pescados e frutos do mar,91.10354839555424,894.8,815.2
25,"Sardinha, assada",Número do,164.3507883333333,215.0,353.3
25,"Abobrinha, italiana, refogada","Verduras, hortaliças e derivados",24.42960218765336,972.5,237.6
25,"Palmito, pupunha, em conserva",Número do,29.43196333333332,836.1,246.1
26,"Porco, pernil, assado",Número do,262.2596066666666,75.9,199.0
26,"Pão, aveia, forma",Número do,343.0853666666667,10.7,36.8
26,"Arroz, tipo 2, cozido",Cereais e derivados,130.11964833333332,736.0,957.7
26,"Pão, de queijo, cru",Número do,294.538,33.0,97.1
26,"Macarrão, trigo, cru, com ovos",Número do,370.5671133333334,163.7,606.4
27,Salame,Número do,397.8425065349341,30.8,122.6
27,"Carne, bovina, fraldinha, com gordura, crua",Número do,220.72376666666665,83.0,183.1
27,"Pescada, filé, molho escabeche",Número do,141.9583228750229,520.6,739.0
27,"Mamão, Papaia, cru",Número do,40.156768942296566,200.2,80.4
27,"Banana, maçã, crua",Frutas e derivados,86.80533043478259,598.9,519.9
28,"Tangerina, Poncã, crua",Número do,37.83059999999995,51.3,19.4
28,"Azeite, de dendê",Gorduras e óleos,884.0,31.2,275.7
28,"Laranja, pêra, crua",Número do,36.77376521739132,120.0,44.1
28,"Carne, bovina, picanha, sem gordura, crua",Número do,133.52236666666667,810.9,1082.7
28,"Abiu, cru",Frutas e derivados,62.42409840854006,845.8,528.0
29,"Frango, com açafrão",Alimentos preparados,112.78376884122686,37.4,42.2
29,"Empada de frango, pré-cozida, assada",Número do,358.1916666666667,64.9,232.4
29,"Feijão, fradinho, cru",Leguminosas e derivados,339.16476666666665,358.8,1217.0
29,"Melão, cru",Número do,29.369391304347808,226.5,66.5
29,"Carne, bovina, acém, moído, cozido",Carnes e derivados,212.4204,92.7,196.8
30,"Leite, de vaca, integral, pó",Leite e derivados,496.6502999999999,135.7,674.1
30,"Baião de dois, arroz e feijão-de-corda",Alimentos preparados,135.68133333333333,210.1,285.1
30,Quindim,Número do,411.3487215708494,96.9,398.5
30,Maniçoba,Alimentos preparados,134.22289340098695,144.8,194.3
30,"Macarrão, instantâneo",Número do,435.8647805333334,60.8,265.1
31,"Pastel, de carne, cru",Número do,288.7020715159896,37.7,108.8
31,"Almeirão, cru","Verduras, hortaliças e derivados",18.03442898550724,174.6,31.5
31,"Fécula, de mandioca",Número do,330.85055833333337,75.2,248.8
31,"Queijo, petit suisse, morango",Número do,121.105954,873.8,1058.2
31,"Goiaba, vermelha, com casca, crua",Número do,54.16993043478262,198.8,107.7
32,"Margarina, com óleo interesterificado, sem sal (65% de lipídeos)",Gorduras e óleos,593.1374902381897,26.8,158.7
32,"Lingüiça, frango, frita",Número do,245.46100666666663,46.1,113.0
32,"Carne, bovina, contra-filé, com gordura, grelhado",Número do,278.05356666666665,402.7,1119.9
32,"Pescada, filé, com farinha de trigo, frito",Número do,283.4252144319614,97.4,276.1
32,"Amendoim, grão, cru",Leguminosas e derivados,544.0526557994334,69.4,377.3
33,Tacacá,Número do,46.88917715120316,1603.7,752.0
33,"Carne, bovina, cupim, cru",Número do,221.3975,166.7,369.2
33,"Pão, trigo, francês",Número do,299.8101504347826,22.7,68.0
33,"Brócolis, cozido",Número do,24.63616311136879,2513.4,619.2
33,"Farinha, de trigo",Número do,360.4729785507247,17.7,63.7
34,"Ovo, de galinha, inteiro, frito",Ovos e derivados,240.1872240091165,209.8,504.0
34,"Lingüiça, porco, crua",Número do,227.2034508333333,17.3,39.3
34,"Mexerica, Rio, crua",Número do,36.871350000000064,111.9,41.2
34,"Catalonha, crua",Número do,23.888412257373297,3458.2,826.1
34,"Capuccino, pó",Miscelâneas,417.4066666666667,6.6,27.4
35,"Manjuba, com farinha de trigo, frita",Número do,343.55045872306823,49.1,168.7
35,"Tamarindo, cru",Número do,275.69564269441366,106.1,292.5
35,"Frango, inteiro, sem pele, cru",Número do,129.09640000000002,332.3,429.0
35,"Farinha, de centeio, integral",Número do,335.7776627993265,112.3,377.1
35,"Lentilha, crua",Número do,339.1412402035533,227.9,772.8
36,"Frango, inteiro, sem pele, cozido",Número do,170.38997583333332,5.3,9.0
36,"Salpicão, de frango",Alimentos preparados,147.8645961340268,749.9,1108.8
36,"Carne, bovina, capa de contra-filé, com gordura, grelhada",Carnes e derivados,311.7026666666667,24.3,75.9
36,"Pinha, crua",Número do,88.4735276668668,218.5,193.3
36,"Laranja, lima, crua",Número do,45.70103878062962,41.7,19.1
37,"Caqui, chocolate, cru",Número do,71.35001811164616,646.9,461.6
37,"Azeite, de oliva, extra virgem",Gorduras e óleos,884.0,61.9,546.8
37,"Creme de milho, pó",Cereais e derivados,333.03419267054403,55.0,183.0
37,"Biscoito, doce, maisena",Cereais e derivados,442.8193901449275,61.0,270.0
37,"Geléia, mocotó, natural",Número do,106.08666666666662,217.4,230.6
38,"Aveia, flocos, crua",Cereais e derivados,393.82268944927546,196.2,772.8
38,"Lasanha, massa fresca, cozida",Número do,163.7636666666667,90.1,147.5
38,"Quibe, assado",Número do,136.22887614158785,191.0,260.2
38,"Leite, de vaca, achocolatado",Leite e derivados,82.82099627199361,199.0,164.8
38,"Arroz, tipo 2, cru",Cereais e derivados,358.1167614565217,38.5,137.7
39,"Óleo, de babaçu",Gorduras e óleos,884.0,8.0,71.1
39,"Pão, trigo, forma, integral",Número do,253.1936183333333,93.9,237.8
39,"Curau, milho verde",Cereais e derivados,78.43381831365585,428.5,336.1
39,"Alho-poró, cru","Verduras, hortaliças e derivados",31.5079193532467,931.8,293.6
39,"Goiaba, vermelha, com casca, crua",Número do,54.16993043478262,1237.5,670.3
40,"Feijão, fradinho, cozido",Leguminosas e derivados,78.00889666666667,934.2,728.8
40,"Queijo, ricota",Número do,139.73177999999996,82.9,115.9
40,"Catalonha, crua",Número do,23.888412257373297,273.3,65.3
40,"Café, infusão 10%",Bebidas (alcoólicas e não alcoólicas),9.070868599613515,6352.4,576.2
40,"Pescada, branca, crua",Número do,110.8763,385.8,427.8
41,"Ameixa, calda, enlatada ",Frutas e derivados,182.84662000000003,212.5,388.6
41,"Ameixa, crua",Frutas e derivados,52.54248260869565,237.6,124.8
41,"Frango, sobrecoxa, com pele, assada",Número do,259.60476916666664,101.5,263.4
41,"Manjericão, cru",Número do,21.14767681159422,1835.1,388.1
41,"Carne, bovina, paleta, sem gordura, cozida",Número do,193.6524,443.1,858.1
42,"Cupuaçu, polpa, congelada",Número do,48.79688999999999,2170.6,1059.2
42,"Azeitona, verde, conserva",Número do,136.93643000000003,117.5,160.9
42,"Cará, cozido",Número do,77.58491333333336,169.8,131.7
42,"Ameixa, crua",Frutas e derivados,52.54248260869565,394.5,207.3
42,"Kiwi, cru",Número do,51.13633043478264,684.3,349.9
43,Quibebe,Alimentos preparados,86.349230299592,1088.4,939.8
43,"Chuchu, cozido",Número do,18.53979053137702,787.0,145.9
43,"Macarrão, instantâneo",Número do,435.8647805333334,32.7,142.7
43,"Feijão, rosinha, cru",Leguminosas e derivados,336.9619111275673,54.6,183.9
43,"Pescadinha, crua",Número do,76.40890833333334,575.5,439.8
44,"Quibe, assado",Número do,136.22887614158785,198.5,270.4
44,"Carne, bovina, acém, sem gordura, cozido",Carnes e derivados,214.61056666666664,29.3,62.8
44,"Leite, de vaca, achocolatado",Leite e derivados,82.82099627199361,219.3,181.6
44,"Lentilha, cozida",Leguminosas e derivados,92.63876625229916,213.3,197.6
44,Sarapatel,Alimentos preparados,122.98185821243132,896.5,1102.6
45,"Amendoim, grão, cru",Leguminosas e derivados,544.0526557994334,28.5,155.1
45,"Pastel, de queijo, frito",Número do,422.11208003931927,25.1,106.1
45,"Banana, prata, crua",Frutas e derivados,98.24970217391306,342.3,336.3
45,"Carne, bovina, seca, cozida",Número do,312.799033691446,179.1,560.1
45,"Pão, de queijo, cru",Número do,294.538,143.0,421.3
46,"Pescada, filé, cru",Número do,107.20556666666666,400.9,429.8
46,"Mingau tradicional, pó",Número do,373.4214666666667,36.1,135.0
46,"Salmão, sem pele, fresco, cru",Número do,169.78157991055645,42.0,71.4
46,"Azeitona, preta, conserva",Outros alimentos industrializados,194.1538470209837,518.1,1005.9
46,"Taioba, crua",Número do,34.208918333333315,259.9,88.9
47,"Maçã, Fuji, com casca, crua",Número do,55.51520000000005,1424.5,790.8
47,"Milho, verde, cru",Número do,138.166565,15.1,20.9
47,Tabule,Alimentos preparados,57.45347668848058,113.5,65.2
47,"Banana, da terra, crua",Frutas e derivados,128.02445217391306,386.5,494.8
47,"Porco, bisteca, frita",Número do,311.1690453348557,132.2,411.3
48,Sarapatel,Alimentos preparados,122.98185821243132,307.6,378.3
48,"Pintado, grelhado",Número do,152.19008833333334,348.2,529.9
48,Tabule,Alimentos preparados,57.45347668848058,1251.0,718.7
48,"Castanha-do-Brasil, crua",Nozes e sementes,642.9630716810693,63.5,408.2
48,"Abiu, cru",Frutas e derivados,62.42409840854006,81.5,50.9
49,"Cerveja, pilsen 2",Bebidas (alcoólicas e não alcoólicas),40.72018855062866,948.8,386.3
49,"Frango, com açafrão",Alimentos preparados,112.78376884122686,576.0,649.7
49,"Couve, manteiga, refogada ",Número do,90.34481542611124,386.5,349.2
49,Apresuntado,Carnes e derivados,128.8572558120092,167.7,216.1
49,"Pintado, cru",Número do,91.08323333333333,376.3,342.7
50,"Carne, bovina, flanco, sem gordura, cru",Número do,141.46009999999998,255.3,361.2
50,"Frango, fígado, cru",Número do,106.48456666666668,420.3,447.5
50,"Carne, bovina, picanha, sem gordura, crua",Número do,133.52236666666667,440.6,588.3
50,"Queijo, prato",Número do,359.88046240505474,11.3,40.8
50,"Uva, Itália, crua",Número do,52.87310000000007,159.1,84.1
51,"Limão, cravo, suco",Número do,14.103733399311682,930.2,131.2
51,"Pastel, massa, frita",Número do,569.6724593333333,137.9,785.8
51,"Camarão, Rio Grande, grande, cru",Número do,47.18343670543035,941.6,444.3
51,"Azeite, de oliva, extra virgem",Gorduras e óleos,884.0,38.0,336.2
51,"Leite, de cabra",Leite e derivados,66.41574188654329,139.3,92.5
52,"Brócolis, cozido",Número do,24.63616311136879,1365.3,336.4
52,"Carne, bovina, bucho, cru",Carnes e derivados,137.30316666666667,228.5,313.7
52,"Caldo de galinha, tablete",Carnes e derivados,251.44566666666665,55.2,138.7
52,"Refrigerante, tipo laranja",Bebidas (alcoólicas e não alcoólicas),45.62730000000003,1684.4,768.5
52,"Carne, bovina, patinho, sem gordura, grelhado",Número do,219.25926666666663,41.4,90.7
53,"Doce, de leite, cremoso",Número do,306.31013023105874,19.2,58.7
53,"Maionese, tradicional com ovos",Número do,302.1526776878237,130.7,394.9
53,"Espinafre, Nova Zelândia, cru",Número do,16.095694202898525,1877.5,302.2
53,"Uva, Itália, crua",Número do,52.87310000000007,1294.2,684.3
53,"Feijão, preto, cozido",Leguminosas e derivados,77.02726666666668,97.2,74.9
54,"Maxixe, cru",Número do,13.747236086956516,349.1,48.0
54,"Corvina de água doce, crua",Número do,101.00903333333332,350.6,354.1
54,"Jambo, cru",Número do,26.91229999999998,2840.5,764.4
54,"Carne, bovina, contra-filé, sem gordura, cru",Número do,156.6158333333333,126.3,197.8
54,Mortadela,Número do,268.8199890167316,235.4,632.7
55,"Palmito, juçara, em conserva",Número do,23.199716434081346,562.4,130.5
55,"Refrigerante, tipo água tônica",Bebidas (alcoólicas e não alcoólicas),30.7794,1203.4,370.4
55,"Maçã, Fuji, com casca, crua",Número do,55.51520000000005,456.4,253.4
55,"Carne, bovina, acém, sem gordura, cozido",Carnes e derivados,214.61056666666664,446.8,958.9
55,"Lingüiça, porco, grelhada",Número do,296.4896091666666,48.2,142.9
56,"Bacalhau, salgado, refogado",Número do,139.66070105353995,393.3,549.2
56,"Caju, suco concentrado, envasado",Número do,45.10862666666668,243.7,109.9
56,"Cajá-Manga, cru",Frutas e derivados,45.58096877372266,1203.0,548.4
56,"Biscoito, doce, wafer, recheado de morango",Cereais e derivados,513.4461826086956,72.6,372.7
56,"Frango, peito, sem pele, grelhado",Número do,159.18500719261172,160.7,255.8
57,"Caju, cru",Frutas e derivados,43.06506852173912,1367.1,588.7
57,"Queijo, minas, meia cura",Leite e derivados,320.72181773325985,154.6,496.0
57,"Soja, farinha",Número do,403.955845810399,21.5,86.7
57,"Margarina, com óleo interesterificado, sem sal (65% de lipídeos)",Gorduras e óleos,593.1374902381897,30.5,180.7
57,"Bebida isotônica, sabores variados",Bebidas (alcoólicas e não alcoólicas),25.613333333333344,1385.5,354.9
58,"Lambari, congelado, cru",Número do,130.84031100948653,90.5,118.4
58,"Arroz, tipo 1, cozido",Cereais e derivados,128.25848566666664,686.9,881.0
58,Vaca atolada,Número do,144.89697968479,57.8,83.7
58,"Tucumã, cru",Número do,262.01519507239266,122.2,320.2
58,"Porco, rabo, salgado, cru",Número do,377.4152575,48.9,184.7
59,"Abóbora, cabotian, cozida","Verduras, hortaliças e derivados",48.04374250000001,752.5,361.5
59,"Abóbora, menina brasileira, crua","Verduras, hortaliças e derivados",13.605673913043486,3378.8,459.7
59,"Carne, bovina, bucho, cru",Carnes e derivados,137.30316666666667,372.1,510.9
59,"Lambari, congelado, cru",Número do,130.84031100948653,112.1,146.6
59,"Iogurte, natural, desnatado",Leite e derivados,41.49271128155834,571.8,237.2
60,"Cupuaçu, polpa, congelada",Número do,48.79688999999999,906.0,442.1
60,"Ovo, de galinha, inteiro, cozido/10minutos",Ovos e derivados,145.70017,370.3,539.5
60,"Toucinho, frito",Número do,696.5640066666666,38.5,268.0
60,"Pimentão, verde, cru",Número do,21.28588115942029,3049.1,649.0
60,"Macarrão, molho bolognesa",Alimentos preparados,119.53177144556008,143.4,171.4
61,"Laranja, lima, suco",Número do,39.3360939441324,426.8,167.9
61,"Carne, bovina, contra-filé, com gordura, cru",Número do,205.8567,40.8,83.9
61,"Repolho, roxo, refogado",Número do,41.77352528971434,620.1,259.0
61,"Carne, bovina, patinho, sem gordura, cru",Número do,133.46889999999996,12.7,16.9
61,"Chicória, crua",Número do,13.837120289855095,7417.0,1026.3
62,"Graviola, polpa, congelada",Número do,38.27386999999997,227.1,86.9
62,"Carne, bovina, picanha, sem gordura, crua",Número do,133.52236666666667,373.7,498.9
62,"Jambo, cru",Número do,26.91229999999998,1883.7,506.9
62,"Pastel, massa, crua",Número do,310.2025143333333,27.0,83.8
62,"Noz, crua",Nozes e sementes,620.0600197905668,70.4,436.4
63,"Goiaba, branca, com casca, crua",Número do,51.73774782608695,63.2,32.7
63,"Banana, prata, crua",Frutas e derivados,98.24970217391306,44.1,43.3
63,"Chá, erva-doce, infusão 5%",Bebidas (alcoólicas e não alcoólicas),1.3970599738756386,35749.8,499.4
63,"Jamelão, cru",Número do,41.00970891670385,1919.9,787.3
63,"Salada, de legumes, cozida no vapor",Alimentos preparados,35.40810429847241,186.8,66.2
64,"Carne, bovina, picanha, com gordura, grelhada",Número do,288.7670916666666,8.6,24.7
64,"Feijão, rajado, cozido",Leguminosas e derivados,84.7018527334929,565.9,479.3
64,"Sardinha, conserva em óleo",Número do,284.9810048712492,240.6,685.8
64,"Porco, orelha, salgada, crua",Número do,258.49175833333334,16.7,43.1
64,Tacacá,Número do,46.88917715120316,379.9,178.1
65,"Banana, prata, crua",Frutas e derivados,98.24970217391306,228.8,224.8
65,"Banana, maçã, crua",Frutas e derivados,86.80533043478259,426.5,370.2
65,"Cereais, milho, flocos, sem sal",Cereais e derivados,363.3383166666666,36.2,131.5
65,"Almeirão, cru","Verduras, hortaliças e derivados",18.03442898550724,3620.6,653.0
65,"Limão, galego, suco",Número do,22.22504347826089,1950.4,433.5
66,"Ovo, de galinha, clara, cozida/10minutos",Ovos e derivados,59.43569666666667,182.0,108.2
66,"Maria mole, coco queimado",Número do,306.6318969970185,135.2,414.7
66,"Cajá, polpa, congelada",Frutas e derivados,26.332269311050556,120.3,31.7
66,"Tomate, molho industrializado",Número do,38.446549460490566,1097.7,422.0
66,"Abóbora, moranga, crua","Verduras, hortaliças e derivados",12.364436231884042,7638.0,944.4
67,"Catalonha, crua",Número do,23.888412257373297,169.9,40.6
67,"Manjuba, com farinha de trigo, frita",Número do,343.55045872306823,141.4,485.7
67,"Azeite, de dendê",Gorduras e óleos,884.0,87.1,770.1
67,"Guandu, cru",Leguminosas e derivados,344.1336512849927,45.7,157.3
67,"Ovo, de galinha, inteiro, cozido/10minutos",Ovos e derivados,145.70017,193.7,282.3
68,"Camarão, Sete Barbas, sem cabeça, com casca, frito",Número do,231.24615385087333,41.7,96.5
68,"Bife à cavalo, com contra filé",Alimentos preparados,291.2295092449586,76.3,222.1
68,"Feijão, jalo, cru",Leguminosas e derivados,327.90526666666665,36.1,118.2
68,"Carne, bovina, peito, sem gordura, cru",Número do,259.2756333333333,157.0,407.2
68,"Carne, bovina, paleta, com gordura, crua",Número do,158.7099,634.5,1007.0
69,"Carne, bovina, capa de contra-filé, com gordura, grelhada",Carnes e derivados,311.7026666666667,458.1,1427.9
69,"Batata, doce, cozida","Verduras, hortaliças e derivados",76.75961050343517,86.6,66.5
69,"Salmão, sem pele, fresco, cru",Número do,169.78157991055645,19.4,33.0
69,"Bebida isotônica, sabores variados",Bebidas (alcoólicas e não alcoólicas),25.613333333333344,599.6,153.6
69,"Biscoito, salgado, cream cracker",Cereais e derivados,431.73228115942027,32.7,141.1
70,"Queijo, prato",Número do,359.88046240505474,241.3,868.4
70,"Tangerina, Poncã, crua",Número do,37.83059999999995,374.9,141.8
70,"Arroz, tipo 2, cozido",Cereais e derivados,130.11964833333332,421.5,548.4
70,"Sardinha, conserva em óleo",Número do,284.9810048712492,17.7,50.5
70,"Mostarda, folha, crua",Número do,18.107389052172486,65.6,11.9
71,"Abóbora, cabotian, cozida","Verduras, hortaliças e derivados",48.04374250000001,770.3,370.1
71,"Feijão, rajado, cozido",Leguminosas e derivados,84.7018527334929,6.4,5.4
71,"Porco, lombo, cru",Número do,175.6251952501138,9.9,17.4
71,"Salada, de legumes, cozida no vapor",Alimentos preparados,35.40810429847241,1278.8,452.8
71,"Feijão, fradinho, cru",Leguminosas e derivados,339.16476666666665,258.4,876.3
72,"Cereais, mistura para vitamina, trigo, cevada e aveia",Cereais e derivados,381.1333333333333,211.5,806.2
72,"Camarão, Rio Grande, grande, cru",Número do,47.18343670543035,91.4,43.1
72,"Empada de frango, pré-cozida, assada",Número do,358.1916666666667,36.4,130.4
72,"Banana, ouro, crua",Frutas e derivados,112.36604782608694,345.5,388.3
